docname,topic,proportion
blog_content_cleaned.csv:59,006,0.150212
blog_content_cleaned.csv:94,002,0.681823
blog_content_cleaned.csv:94,004,0.312494
blog_content_cleaned.csv:94,000,0.005683
blog_content_cleaned.csv:129,000,0.410932
blog_content_cleaned.csv:129,004,0.280821
blog_content_cleaned.csv:129,003,0.155446
blog_content_cleaned.csv:129,001,0.092425
blog_content_cleaned.csv:129,006,0.060377
blog_content_cleaned.csv:164,001,0.437015
blog_content_cleaned.csv:164,006,0.412811
blog_content_cleaned.csv:164,003,0.10294
blog_content_cleaned.csv:164,002,0.047235
blog_content_cleaned.csv:194,002,0.694825
blog_content_cleaned.csv:194,001,0.242657
blog_content_cleaned.csv:194,005,0.062518
blog_content_cleaned.csv:229,003,0.424207
blog_content_cleaned.csv:229,004,0.217276
blog_content_cleaned.csv:229,006,0.214017
blog_content_cleaned.csv:229,001,0.1445
blog_content_cleaned.csv:264,003,0.541168
blog_content_cleaned.csv:264,006,0.309392
blog_content_cleaned.csv:264,002,0.14944
blog_content_cleaned.csv:299,002,0.399293
blog_content_cleaned.csv:299,001,0.339482
blog_content_cleaned.csv:299,004,0.261225
blog_content_cleaned.csv:334,000,0.447171
blog_content_cleaned.csv:334,001,0.285911
blog_content_cleaned.csv:334,004,0.266917
blog_content_cleaned.csv:369,000,0.439723
blog_content_cleaned.csv:369,004,0.362206
blog_content_cleaned.csv:369,006,0.198071
blog_content_cleaned.csv:22,006,0.917411
blog_content_cleaned.csv:22,000,0.082589
blog_content_cleaned.csv:57,002,0.584426
blog_content_cleaned.csv:57,001,0.415574
blog_content_cleaned.csv:92,003,0.871166
blog_content_cleaned.csv:92,004,0.128834
blog_content_cleaned.csv:127,002,0.647745
blog_content_cleaned.csv:127,005,0.217173
blog_content_cleaned.csv:127,001,0.095265
blog_content_cleaned.csv:127,006,0.039816
blog_content_cleaned.csv:162,003,0.916788
blog_content_cleaned.csv:162,001,0.083212
blog_content_cleaned.csv:192,001,0.7635
blog_content_cleaned.csv:192,000,0.129939
blog_content_cleaned.csv:192,002,0.106562
blog_content_cleaned.csv:227,005,0.955516
blog_content_cleaned.csv:227,002,0.044484
blog_content_cleaned.csv:262,001,0.494834
blog_content_cleaned.csv:262,006,0.332794
blog_content_cleaned.csv:262,002,0.150708
blog_content_cleaned.csv:262,000,0.021664
blog_content_cleaned.csv:297,000,0.764864
blog_content_cleaned.csv:297,002,0.179657
blog_content_cleaned.csv:297,006,0.055479
blog_content_cleaned.csv:332,000,0.964947
blog_content_cleaned.csv:332,006,0.035053
blog_content_cleaned.csv:367,000,0.400215
blog_content_cleaned.csv:367,003,0.345143
blog_content_cleaned.csv:367,002,0.215292
blog_content_cleaned.csv:367,006,0.03935
blog_content_cleaned.csv:8,000,0.603711
blog_content_cleaned.csv:8,002,0.396289
blog_content_cleaned.csv:43,000,0.487566
blog_content_cleaned.csv:43,004,0.433837
blog_content_cleaned.csv:43,006,0.060692
blog_content_cleaned.csv:43,003,0.017906
blog_content_cleaned.csv:78,005,0.735592
blog_content_cleaned.csv:78,006,0.123879
blog_content_cleaned.csv:78,003,0.088488
blog_content_cleaned.csv:78,001,0.052041
blog_content_cleaned.csv:113,002,0.522623
blog_content_cleaned.csv:113,001,0.477377
blog_content_cleaned.csv:148,002,0.586103
blog_content_cleaned.csv:148,006,0.34708
blog_content_cleaned.csv:148,001,0.066817
blog_content_cleaned.csv:183,006,0.451743
blog_content_cleaned.csv:183,001,0.365077
blog_content_cleaned.csv:183,005,0.18318
blog_content_cleaned.csv:213,005,0.64258
blog_content_cleaned.csv:213,006,0.285005
blog_content_cleaned.csv:213,004,0.046016
blog_content_cleaned.csv:213,001,0.026399
blog_content_cleaned.csv:248,001,0.620817
blog_content_cleaned.csv:248,003,0.289777
blog_content_cleaned.csv:248,005,0.089406
blog_content_cleaned.csv:283,001,0.912176
blog_content_cleaned.csv:283,004,0.087824
blog_content_cleaned.csv:318,003,0.531556
blog_content_cleaned.csv:318,001,0.201147
blog_content_cleaned.csv:318,000,0.191105
blog_content_cleaned.csv:318,002,0.076192
blog_content_cleaned.csv:353,001,0.889439
blog_content_cleaned.csv:353,004,0.060823
blog_content_cleaned.csv:353,000,0.049738
blog_content_cleaned.csv:388,006,0.981814
blog_content_cleaned.csv:388,002,0.018186
blog_content_cleaned.csv:4,005,0.925597
blog_content_cleaned.csv:4,006,0.074403
blog_content_cleaned.csv:39,001,0.555642
blog_content_cleaned.csv:39,004,0.444358
blog_content_cleaned.csv:74,001,0.946855
blog_content_cleaned.csv:74,003,0.053145
blog_content_cleaned.csv:109,002,0.82652
blog_content_cleaned.csv:109,001,0.17348
blog_content_cleaned.csv:144,002,0.911986
blog_content_cleaned.csv:144,001,0.06249
blog_content_cleaned.csv:144,006,0.025524
blog_content_cleaned.csv:179,003,0.304957
blog_content_cleaned.csv:179,001,0.293372
blog_content_cleaned.csv:179,002,0.151298
blog_content_cleaned.csv:179,000,0.141068
blog_content_cleaned.csv:179,004,0.109306
blog_content_cleaned.csv:209,002,0.51479
blog_content_cleaned.csv:209,005,0.413127
blog_content_cleaned.csv:209,006,0.072083
blog_content_cleaned.csv:244,003,0.685541
blog_content_cleaned.csv:244,000,0.314459
blog_content_cleaned.csv:279,001,0.471752
blog_content_cleaned.csv:279,002,0.462742
blog_content_cleaned.csv:279,005,0.035092
blog_content_cleaned.csv:279,004,0.030413
blog_content_cleaned.csv:314,004,0.781962
blog_content_cleaned.csv:314,005,0.210089
blog_content_cleaned.csv:314,002,0.007949
blog_content_cleaned.csv:349,001,0.688709
blog_content_cleaned.csv:349,005,0.192864
blog_content_cleaned.csv:349,003,0.118427
blog_content_cleaned.csv:384,001,0.841723
blog_content_cleaned.csv:384,004,0.158277
blog_content_cleaned.csv:27,003,0.799748
blog_content_cleaned.csv:27,002,0.200252
blog_content_cleaned.csv:62,006,0.770526
blog_content_cleaned.csv:62,001,0.195308
blog_content_cleaned.csv:62,002,0.034166
blog_content_cleaned.csv:97,005,0.540479
blog_content_cleaned.csv:97,003,0.391887
blog_content_cleaned.csv:97,004,0.067633
blog_content_cleaned.csv:132,000,0.896382
blog_content_cleaned.csv:132,005,0.052299
blog_content_cleaned.csv:132,006,0.051319
blog_content_cleaned.csv:167,002,0.533599
blog_content_cleaned.csv:167,000,0.265651
blog_content_cleaned.csv:167,003,0.20075
blog_content_cleaned.csv:197,006,0.831332
blog_content_cleaned.csv:197,004,0.144002
blog_content_cleaned.csv:197,002,0.024666
blog_content_cleaned.csv:232,001,0.95943
blog_content_cleaned.csv:232,000,0.04057
blog_content_cleaned.csv:267,002,0.955202
blog_content_cleaned.csv:267,003,0.028256
blog_content_cleaned.csv:267,001,0.016542
blog_content_cleaned.csv:302,001,0.666445
blog_content_cleaned.csv:302,006,0.251745
blog_content_cleaned.csv:302,000,0.063503
blog_content_cleaned.csv:302,004,0.018307
blog_content_cleaned.csv:337,003,0.684462
blog_content_cleaned.csv:337,004,0.275316
blog_content_cleaned.csv:337,000,0.040222
blog_content_cleaned.csv:372,002,0.637177
blog_content_cleaned.csv:372,003,0.336627
blog_content_cleaned.csv:372,001,0.026195
blog_content_cleaned.csv:25,002,0.652102
blog_content_cleaned.csv:25,001,0.256777
blog_content_cleaned.csv:25,005,0.091121
blog_content_cleaned.csv:60,000,0.615492
blog_content_cleaned.csv:60,006,0.384508
blog_content_cleaned.csv:95,003,0.641842
blog_content_cleaned.csv:95,002,0.358158
blog_content_cleaned.csv:130,000,0.388474
blog_content_cleaned.csv:130,004,0.252669
blog_content_cleaned.csv:130,006,0.233954
blog_content_cleaned.csv:130,003,0.124903
blog_content_cleaned.csv:165,004,0.785432
blog_content_cleaned.csv:165,003,0.20061
blog_content_cleaned.csv:165,001,0.013958
blog_content_cleaned.csv:195,005,0.541259
blog_content_cleaned.csv:195,003,0.28492
blog_content_cleaned.csv:195,001,0.173821
blog_content_cleaned.csv:230,001,0.634461
blog_content_cleaned.csv:230,006,0.314763
blog_content_cleaned.csv:230,002,0.050776
blog_content_cleaned.csv:265,003,0.536196
blog_content_cleaned.csv:265,006,0.184462
blog_content_cleaned.csv:265,001,0.165448
blog_content_cleaned.csv:265,002,0.113895
blog_content_cleaned.csv:300,005,0.892634
blog_content_cleaned.csv:300,006,0.107366
blog_content_cleaned.csv:335,005,0.663413
blog_content_cleaned.csv:335,003,0.215196
blog_content_cleaned.csv:335,001,0.121391
blog_content_cleaned.csv:370,002,0.882072
blog_content_cleaned.csv:370,006,0.117928
blog_content_cleaned.csv:10,002,0.6837
blog_content_cleaned.csv:10,001,0.150614
blog_content_cleaned.csv:10,003,0.144558
blog_content_cleaned.csv:10,000,0.021128
blog_content_cleaned.csv:45,001,0.511951
blog_content_cleaned.csv:45,004,0.311259
blog_content_cleaned.csv:45,002,0.160011
blog_content_cleaned.csv:45,000,0.016779
blog_content_cleaned.csv:80,000,0.47291
blog_content_cleaned.csv:80,006,0.321199
blog_content_cleaned.csv:80,001,0.106273
blog_content_cleaned.csv:80,003,0.099618
blog_content_cleaned.csv:115,004,0.447007
blog_content_cleaned.csv:115,000,0.409945
blog_content_cleaned.csv:115,006,0.143048
blog_content_cleaned.csv:150,006,0.852366
blog_content_cleaned.csv:150,002,0.077863
blog_content_cleaned.csv:150,004,0.069772
blog_content_cleaned.csv:185,001,0.930087
blog_content_cleaned.csv:185,005,0.040403
blog_content_cleaned.csv:185,002,0.029511
blog_content_cleaned.csv:215,001,1.0
blog_content_cleaned.csv:250,004,0.838647
blog_content_cleaned.csv:250,001,0.141273
blog_content_cleaned.csv:250,000,0.02008
blog_content_cleaned.csv:285,002,0.675222
blog_content_cleaned.csv:285,001,0.228846
blog_content_cleaned.csv:285,006,0.095932
blog_content_cleaned.csv:320,000,0.88804
blog_content_cleaned.csv:320,001,0.059387
blog_content_cleaned.csv:320,004,0.052572
blog_content_cleaned.csv:355,005,0.726886
blog_content_cleaned.csv:355,006,0.241987
blog_content_cleaned.csv:355,002,0.031126
blog_content_cleaned.csv:390,002,0.630648
blog_content_cleaned.csv:390,003,0.293336
blog_content_cleaned.csv:390,006,0.076016
blog_content_cleaned.csv:34,000,0.355118
blog_content_cleaned.csv:34,004,0.282073
blog_content_cleaned.csv:34,001,0.227527
blog_content_cleaned.csv:34,002,0.107243
blog_content_cleaned.csv:34,003,0.028039
blog_content_cleaned.csv:69,003,0.969562
blog_content_cleaned.csv:69,002,0.030438
blog_content_cleaned.csv:104,005,0.78198
blog_content_cleaned.csv:104,002,0.200588
blog_content_cleaned.csv:104,000,0.017432
blog_content_cleaned.csv:139,002,0.613786
blog_content_cleaned.csv:139,005,0.197068
blog_content_cleaned.csv:139,006,0.189146
blog_content_cleaned.csv:174,001,0.971133
blog_content_cleaned.csv:174,000,0.028867
blog_content_cleaned.csv:204,004,0.424868
blog_content_cleaned.csv:204,001,0.226681
blog_content_cleaned.csv:204,006,0.213382
blog_content_cleaned.csv:204,002,0.112969
blog_content_cleaned.csv:204,003,0.0221
blog_content_cleaned.csv:239,003,1.0
blog_content_cleaned.csv:274,001,0.462098
blog_content_cleaned.csv:274,004,0.315394
blog_content_cleaned.csv:274,002,0.222508
blog_content_cleaned.csv:309,005,0.445465
blog_content_cleaned.csv:309,002,0.269643
blog_content_cleaned.csv:309,004,0.233282
blog_content_cleaned.csv:309,003,0.051611
blog_content_cleaned.csv:344,005,0.897266
blog_content_cleaned.csv:344,000,0.102734
blog_content_cleaned.csv:379,006,0.447964
blog_content_cleaned.csv:379,004,0.364899
blog_content_cleaned.csv:379,000,0.187137
blog_content_cleaned.csv:31,004,0.554084
blog_content_cleaned.csv:31,003,0.365287
blog_content_cleaned.csv:31,006,0.080629
blog_content_cleaned.csv:66,004,0.938281
blog_content_cleaned.csv:66,003,0.061719
blog_content_cleaned.csv:101,000,0.854673
blog_content_cleaned.csv:101,001,0.066356
blog_content_cleaned.csv:101,004,0.058473
blog_content_cleaned.csv:101,002,0.020498
blog_content_cleaned.csv:136,001,0.723245
blog_content_cleaned.csv:136,002,0.276755
blog_content_cleaned.csv:171,002,0.514574
blog_content_cleaned.csv:171,005,0.449225
blog_content_cleaned.csv:171,001,0.036202
blog_content_cleaned.csv:201,005,0.504941
blog_content_cleaned.csv:201,006,0.24871
blog_content_cleaned.csv:201,001,0.1933
blog_content_cleaned.csv:201,002,0.053049
blog_content_cleaned.csv:236,002,0.544343
blog_content_cleaned.csv:236,003,0.32557
blog_content_cleaned.csv:236,001,0.130087
blog_content_cleaned.csv:271,001,0.51299
blog_content_cleaned.csv:271,002,0.487009
blog_content_cleaned.csv:306,002,0.417583
blog_content_cleaned.csv:306,005,0.238786
blog_content_cleaned.csv:306,001,0.219473
blog_content_cleaned.csv:306,004,0.124158
blog_content_cleaned.csv:341,005,0.983494
blog_content_cleaned.csv:341,002,0.016506
blog_content_cleaned.csv:376,006,0.475882
blog_content_cleaned.csv:376,000,0.421765
blog_content_cleaned.csv:376,004,0.102353
blog_content_cleaned.csv:11,005,0.698837
blog_content_cleaned.csv:11,003,0.209726
blog_content_cleaned.csv:11,001,0.091437
blog_content_cleaned.csv:46,004,0.567366
blog_content_cleaned.csv:46,001,0.368868
blog_content_cleaned.csv:46,003,0.063766
blog_content_cleaned.csv:81,003,0.368982
blog_content_cleaned.csv:81,002,0.337259
blog_content_cleaned.csv:81,004,0.186931
blog_content_cleaned.csv:81,005,0.106828
blog_content_cleaned.csv:116,003,0.418073
blog_content_cleaned.csv:116,006,0.229683
blog_content_cleaned.csv:116,004,0.212697
blog_content_cleaned.csv:116,001,0.073438
blog_content_cleaned.csv:116,002,0.066109
blog_content_cleaned.csv:151,003,0.558633
blog_content_cleaned.csv:151,004,0.207119
blog_content_cleaned.csv:151,006,0.157562
blog_content_cleaned.csv:151,001,0.076685
blog_content_cleaned.csv:186,002,0.495152
blog_content_cleaned.csv:186,001,0.250451
blog_content_cleaned.csv:186,006,0.091696
blog_content_cleaned.csv:186,004,0.067189
blog_content_cleaned.csv:186,005,0.052062
blog_content_cleaned.csv:186,003,0.043451
blog_content_cleaned.csv:216,003,0.752407
blog_content_cleaned.csv:216,004,0.247593
blog_content_cleaned.csv:251,006,0.442253
blog_content_cleaned.csv:251,002,0.401643
blog_content_cleaned.csv:251,001,0.156105
blog_content_cleaned.csv:286,004,0.571409
blog_content_cleaned.csv:286,002,0.428591
blog_content_cleaned.csv:321,000,0.986628
blog_content_cleaned.csv:321,006,0.013372
blog_content_cleaned.csv:356,001,0.833959
blog_content_cleaned.csv:356,005,0.149231
blog_content_cleaned.csv:356,003,0.016809
blog_content_cleaned.csv:391,006,0.655824
blog_content_cleaned.csv:391,005,0.245054
blog_content_cleaned.csv:391,002,0.099122
blog_content_cleaned.csv:23,006,0.500525
blog_content_cleaned.csv:23,005,0.222647
blog_content_cleaned.csv:23,001,0.164682
blog_content_cleaned.csv:23,002,0.058507
blog_content_cleaned.csv:23,004,0.05364
blog_content_cleaned.csv:58,006,0.864377
blog_content_cleaned.csv:58,001,0.104578
blog_content_cleaned.csv:58,002,0.031046
blog_content_cleaned.csv:93,003,0.745262
blog_content_cleaned.csv:93,004,0.150472
blog_content_cleaned.csv:93,006,0.104267
blog_content_cleaned.csv:128,001,0.460566
blog_content_cleaned.csv:128,005,0.283532
blog_content_cleaned.csv:128,002,0.158304
blog_content_cleaned.csv:128,000,0.097597
blog_content_cleaned.csv:163,002,0.937937
blog_content_cleaned.csv:163,000,0.062063
blog_content_cleaned.csv:193,000,0.614906
blog_content_cleaned.csv:193,002,0.385095
blog_content_cleaned.csv:228,003,0.660365
blog_content_cleaned.csv:228,004,0.191178
blog_content_cleaned.csv:228,005,0.148457
blog_content_cleaned.csv:263,005,0.893968
blog_content_cleaned.csv:263,001,0.106032
blog_content_cleaned.csv:298,000,0.722334
blog_content_cleaned.csv:298,004,0.234538
blog_content_cleaned.csv:298,001,0.043127
blog_content_cleaned.csv:333,000,0.462883
blog_content_cleaned.csv:333,006,0.366508
blog_content_cleaned.csv:333,003,0.170609
blog_content_cleaned.csv:368,003,0.602297
blog_content_cleaned.csv:368,002,0.204283
blog_content_cleaned.csv:368,001,0.19342
blog_content_cleaned.csv:17,001,0.951233
blog_content_cleaned.csv:17,002,0.048767
blog_content_cleaned.csv:52,006,0.973335
blog_content_cleaned.csv:52,000,0.026665
blog_content_cleaned.csv:87,000,0.475972
blog_content_cleaned.csv:87,002,0.277213
blog_content_cleaned.csv:87,004,0.162907
blog_content_cleaned.csv:87,001,0.083908
blog_content_cleaned.csv:122,001,0.411611
blog_content_cleaned.csv:122,006,0.303788
blog_content_cleaned.csv:122,002,0.161257
blog_content_cleaned.csv:122,003,0.123344
blog_content_cleaned.csv:157,002,0.657254
blog_content_cleaned.csv:157,001,0.198092
blog_content_cleaned.csv:157,004,0.144654
blog_content_cleaned.csv:222,000,0.844546
blog_content_cleaned.csv:222,006,0.088719
blog_content_cleaned.csv:222,004,0.066735
blog_content_cleaned.csv:257,002,0.964014
blog_content_cleaned.csv:257,004,0.035986
blog_content_cleaned.csv:292,005,0.467572
blog_content_cleaned.csv:292,003,0.308188
blog_content_cleaned.csv:292,002,0.1865
blog_content_cleaned.csv:292,001,0.037739
blog_content_cleaned.csv:327,005,0.567088
blog_content_cleaned.csv:327,001,0.26671
blog_content_cleaned.csv:327,000,0.166203
blog_content_cleaned.csv:362,000,0.441318
blog_content_cleaned.csv:362,002,0.437319
blog_content_cleaned.csv:362,004,0.121363
blog_content_cleaned.csv:13,003,0.829048
blog_content_cleaned.csv:13,004,0.170952
blog_content_cleaned.csv:48,001,0.580166
blog_content_cleaned.csv:48,003,0.322739
blog_content_cleaned.csv:48,005,0.097094
blog_content_cleaned.csv:83,001,0.547879
blog_content_cleaned.csv:83,003,0.254341
blog_content_cleaned.csv:83,004,0.19778
blog_content_cleaned.csv:118,005,0.858479
blog_content_cleaned.csv:118,002,0.074513
blog_content_cleaned.csv:118,003,0.067008
blog_content_cleaned.csv:153,003,0.513499
blog_content_cleaned.csv:153,001,0.38567
blog_content_cleaned.csv:153,006,0.100831
blog_content_cleaned.csv:188,002,0.861327
blog_content_cleaned.csv:188,001,0.138673
blog_content_cleaned.csv:218,003,0.792602
blog_content_cleaned.csv:218,002,0.207398
blog_content_cleaned.csv:253,002,0.532598
blog_content_cleaned.csv:253,006,0.368625
blog_content_cleaned.csv:253,000,0.098776
blog_content_cleaned.csv:288,003,0.558506
blog_content_cleaned.csv:288,005,0.287381
blog_content_cleaned.csv:288,006,0.154113
blog_content_cleaned.csv:323,000,0.680948
blog_content_cleaned.csv:323,003,0.219255
blog_content_cleaned.csv:323,006,0.099797
blog_content_cleaned.csv:358,001,0.83627
blog_content_cleaned.csv:358,005,0.163731
blog_content_cleaned.csv:9,001,0.477776
blog_content_cleaned.csv:9,006,0.306632
blog_content_cleaned.csv:9,004,0.215592
blog_content_cleaned.csv:44,003,0.792212
blog_content_cleaned.csv:44,002,0.130923
blog_content_cleaned.csv:44,006,0.076865
blog_content_cleaned.csv:79,000,0.534037
blog_content_cleaned.csv:79,002,0.271419
blog_content_cleaned.csv:79,004,0.126287
blog_content_cleaned.csv:79,001,0.068258
blog_content_cleaned.csv:114,005,0.65796
blog_content_cleaned.csv:114,002,0.34204
blog_content_cleaned.csv:149,001,0.789005
blog_content_cleaned.csv:149,005,0.153074
blog_content_cleaned.csv:149,003,0.057921
blog_content_cleaned.csv:184,005,0.638253
blog_content_cleaned.csv:184,002,0.361747
blog_content_cleaned.csv:214,002,0.51711
blog_content_cleaned.csv:214,003,0.325253
blog_content_cleaned.csv:214,005,0.141227
blog_content_cleaned.csv:214,001,0.01641
blog_content_cleaned.csv:249,006,0.632407
blog_content_cleaned.csv:249,001,0.367593
blog_content_cleaned.csv:284,001,0.793657
blog_content_cleaned.csv:284,002,0.146707
blog_content_cleaned.csv:284,005,0.059636
blog_content_cleaned.csv:319,001,0.482211
blog_content_cleaned.csv:319,000,0.294514
blog_content_cleaned.csv:319,004,0.223276
blog_content_cleaned.csv:354,004,0.791525
blog_content_cleaned.csv:354,005,0.208475
blog_content_cleaned.csv:389,004,0.882274
blog_content_cleaned.csv:389,002,0.081107
blog_content_cleaned.csv:389,000,0.036619
blog_content_cleaned.csv:15,002,0.845643
blog_content_cleaned.csv:15,000,0.080752
blog_content_cleaned.csv:15,001,0.073606
blog_content_cleaned.csv:50,000,0.429511
blog_content_cleaned.csv:50,001,0.299096
blog_content_cleaned.csv:50,004,0.271393
blog_content_cleaned.csv:85,002,0.56784
blog_content_cleaned.csv:85,006,0.34727
blog_content_cleaned.csv:85,003,0.08489
blog_content_cleaned.csv:120,006,0.349077
blog_content_cleaned.csv:120,002,0.254247
blog_content_cleaned.csv:120,001,0.21669
blog_content_cleaned.csv:120,004,0.157912
blog_content_cleaned.csv:120,003,0.022073
blog_content_cleaned.csv:155,002,0.678253
blog_content_cleaned.csv:155,006,0.220559
blog_content_cleaned.csv:155,004,0.101189
blog_content_cleaned.csv:220,001,0.687489
blog_content_cleaned.csv:220,003,0.238542
blog_content_cleaned.csv:220,004,0.073969
blog_content_cleaned.csv:255,005,0.471727
blog_content_cleaned.csv:255,001,0.329999
blog_content_cleaned.csv:255,000,0.131849
blog_content_cleaned.csv:255,003,0.066425
blog_content_cleaned.csv:290,003,0.722189
blog_content_cleaned.csv:290,001,0.277811
blog_content_cleaned.csv:325,005,0.983108
blog_content_cleaned.csv:325,002,0.016892
blog_content_cleaned.csv:360,006,0.936844
blog_content_cleaned.csv:360,002,0.041564
blog_content_cleaned.csv:360,001,0.021591
blog_content_cleaned.csv:32,000,0.569725
blog_content_cleaned.csv:32,004,0.301341
blog_content_cleaned.csv:32,006,0.128934
blog_content_cleaned.csv:67,002,0.433078
blog_content_cleaned.csv:67,003,0.384666
blog_content_cleaned.csv:67,004,0.097189
blog_content_cleaned.csv:67,001,0.085068
blog_content_cleaned.csv:102,006,0.496134
blog_content_cleaned.csv:102,000,0.319377
blog_content_cleaned.csv:102,004,0.184488
blog_content_cleaned.csv:137,003,0.642079
blog_content_cleaned.csv:137,004,0.349392
blog_content_cleaned.csv:137,002,0.008529
blog_content_cleaned.csv:172,002,0.574961
blog_content_cleaned.csv:172,005,0.255651
blog_content_cleaned.csv:172,006,0.102987
blog_content_cleaned.csv:172,001,0.066401
blog_content_cleaned.csv:202,005,0.422094
blog_content_cleaned.csv:202,006,0.304758
blog_content_cleaned.csv:202,004,0.273148
blog_content_cleaned.csv:237,002,0.651773
blog_content_cleaned.csv:237,003,0.232363
blog_content_cleaned.csv:237,006,0.115864
blog_content_cleaned.csv:272,004,0.614685
blog_content_cleaned.csv:272,000,0.221144
blog_content_cleaned.csv:272,003,0.110257
blog_content_cleaned.csv:272,002,0.053914
blog_content_cleaned.csv:307,000,0.502065
blog_content_cleaned.csv:307,006,0.432759
blog_content_cleaned.csv:307,005,0.047188
blog_content_cleaned.csv:307,001,0.017988
blog_content_cleaned.csv:342,002,0.502682
blog_content_cleaned.csv:342,001,0.497318
blog_content_cleaned.csv:377,005,0.457347
blog_content_cleaned.csv:377,004,0.370109
blog_content_cleaned.csv:377,001,0.172544
